500 735.262
550 973.843
600 1657.53
650 1772.09
700 1825.24
750 1845.16
800 1880.78
850 1893.47
900 1908.42
950 1921.81
1000 1926.02
1050 1925.23
1100 1951.43
1150 1965.01
1200 1998.23
1250 2006.93
1300 2049.88
1350 2004.38
1400 2027.8
1450 2065.66
1500 2079.34
1550 2120.6
1600 2132.67
1650 2174.11
1700 2191.55
1750 2234.22
1800 2243.57
1850 2287.76
1900 2304.37
1950 2344.69
2000 2363.09
2050 2380.67
2100 2416.29
2150 2430.47
2200 2467.49
2250 2484.48
2300 2522.7
2350 2533.55
2400 2568.65
2450 2577.38
2500 2609.98
2550 2624.79
2600 2644.29
2650 2662.91
2700 2667.9
2750 2697.34
2800 2700.15
2850 2715.64
2900 2720.26
2950 2742.53
3000 2749.47
3050 2760.51
3100 2766.31
3150 2776.92
3200 2786.96
3250 2787.51
3300 2793.49
3350 2796.51
3400 2796.84
3450 2801.1
3500 2792.93
3550 2725.89
3600 2722.61
3650 2726.52
3700 2721.29
3750 2726.92
3800 2718.39
3850 2718.3
3900 2715.23
3950 2706.84
4000 2700.44
4050 2688.95
4100 2683.27
4150 2667.5
4200 2663.22
4250 2645.68
4300 2636.57
4350 2622.65
4400 2615.57
4450 2601.61
4500 2588.91
4550 2581.48
4600 2558.6
4650 2554.6
4700 2532.43
4750 2524.08
4800 2497.94
4850 2486.96
4900 2454.61
4950 2450.65
5000 2416.68
5050 2409.58
5100 2372.91
5150 2356.23
5200 2346.2
5250 2320.73
5300 2316.52
5350 2295.09
5400 2292.5
5450 2274.28
5500 2264.04
5550 2247.85
5600 2241.03
5650 2231.21
5700 2217.6
5750 2213.79
5800 2201.22
5850 2197.32
5900 2188.6
5950 2182.31
6000 2163.85
6050 2164.86
6100 2148.62
6150 2141.09
6200 2136.21
6250 2130.41
6300 2118.33
6350 2106.33
6400 2100.01
6450 2091.81
6500 2079.61
6550 2064.81
6600 2059.59
6650 2048.14
6700 2044
6750 2034.13
6800 2033.34
6850 2022.43
6900 2019.89
6950 2007.06
7000 2001.97
7050 1998.51
7100 1988.64
7150 1983.82
7200 1978.14
7250 1973.79
7300 1966.98
7350 1959.53
7400 1915
7450 1899.9
7500 1887.65
7550 1883.26
7600 1872.45
7650 1868.92
7700 1864.24
7750 1858.73
7800 1856.45
7850 1843.92
7900 1839.9
7950 1835.65
8000 1830.37
8050 1822.71
8100 1818.1
8150 1812.08
8200 1807.06
8250 1807.02
8300 1793.25
8350 1792.03
8400 1787.94
8450 1788.77
8500 1782.1
8550 1781.23
8600 1779.4
8650 1773.68
8700 1771.1
8750 1771.95
8800 1762.91
8850 1767.37
8900 1765.81
8950 1765.38
9000 1766.43
9050 1768.15
9100 1760.72
9150 1759.97
9200 1764.13
9250 1756.32
9300 1755.25
9350 1757.53
9400 1757.52
9450 1758.58
9500 1757.43
9550 1756.64
9600 1758.04
9650 1754.34
9700 1758.6
9750 1754.91
9800 1753.23
9850 1756.33
9900 1752.67
9950 1751.67
