500,2883.56
600,3275.23
700,340.35
800,416.836
900,486.739
1000,560.985
1100,637.361
1200,705.622
1300,777.984
1400,837.809
1500,889.017
1600,923.15
1700,987.833
1800,1041.19
1900,1120.93
2000,1168.14
2100,1205.02
2200,1241.96
2300,1317.61
2400,1267.88
2500,1333.26
2600,1376.08
2700,1473.3
2800,1522.68
2900,1597.96
3000,1665.82
3100,1741.74
3200,1728.07
3300,1764.26
3400,1823.58
3500,1909.37
3600,1952.85
3700,2010.32
3800,2036.82
3900,2082.7
4000,2129.7
4100,2197.44
4200,2261.72
4300,2246.34
4400,2359.02
4500,2370.97
4600,2443.4
4700,2515.75
4800,2550.87
4900,2600.64
5000,2686.13
5100,2722.51
5200,2768.34
5300,2738.16
5400,2828.17
5500,2860.84
5600,2930.4
5700,3015.24
5800,3040.54
5900,3134.19
6000,3159.85
6100,3220.09
6200,3293.11
6300,3254.99
6400,3318.48
6500,3375.21
6600,3441.52
6700,3477.62
6800,3548.71
6900,3606.23
7000,3629.83
7100,3697.68
7200,3707.1
7300,3767.79
7400,3818.2
7500,3877.25
7600,3950.81
7700,3989.2
7800,4035.59
7900,4080.43
8000,4132.13
8100,4205.23
8200,4206.05
8300,4263.5
8400,4282.96
8500,4367.01
8600,4418.84
8700,4358.02
8800,4372.5
8900,4402.99
9000,4393.61
9100,4435.21
9200,4493.59
9300,4523.97
9400,4541.1
9500,4542.13
9600,4509.64
9700,4593.44
9800,4616.34
9900,4579.16
10000,4597.07
10100,4631.41
10200,4663.77
10300,4700.65
10400,4674.08
10500,4608.63
10600,4654.8
10700,4671.68
10800,4615.05
10900,4626.68
11000,4646.12
11100,4615.89
11200,4625.71
11300,4606.8
11400,4546.29
11500,4548.59
11600,4573.09
11700,4569.87
11800,4603.5
11900,4584.15
12000,4541.24
12100,4620.73
12200,4599.76
12300,4616.78
12400,4594.28
12500,4580.76
12600,4561.66
12700,4608.84
12800,4584.82
12900,4560.68
13000,4580.53
13100,4542.59
13200,4606.39
13300,4554.86
13400,4591.57
13500,4541.56
13600,4511.73
13700,4534.03
13800,4523.57
13900,4484.78
14000,4487.91
14100,4474.31
14200,4461.98
14300,4420.83
14400,4433.18
14500,4409.88
14600,4372.1
14700,4339.8
14800,4316.09
14900,4250.97
15000,4197.38
15100,4203.97
15200,4113.4
15300,4097.41
15400,4046.9
15500,3998.35
15600,3953.86
15700,3926.55
15800,3878.39
15900,3868.74
16000,3852.55
16100,3813.27
16200,3802.2
16300,3771.93
16400,3720.19
16500,3723.74
16600,3693.74
16700,3691.76
16800,3682.6
16900,3647.17
17000,3621.79
17100,3612.44
17200,3622.4
17300,3612.64
17400,3594.36
17500,3564.44
17600,3574.9
17700,3542.31
17800,3534.21
17900,3528.29
18000,3523.66
18100,3510.86
18200,3507.11
18300,3479.05
18400,3471.19
18500,3456.94
18600,3456.44
18700,3448.57
18800,3445.89
18900,3424.79
19000,3413.09
19100,3411.6
19200,3380.99
19300,3374.63
19400,3399.66
19500,3355.07
19600,3351.72
19700,3365.03
19800,3334.13
19900,3318.49
