16.697,18.49,20.124,21.666,22.952,23.843,24.152,24.432,25.039,25.291,25.15,24.815,24.795,24.383,24.045,23.913,23.738,23.615,23.58,23.427,23.106,23.078,23.123,23.137,23.122,23.021,22.945,22.84,22.773,22.707,22.729,22.599,22.456,22.242,21.967,21.832,21.291,21.173,20.959
17.185,19.026,20.924,22.254,23.771,23.918,24.369,24.934,25.078,24.907,24.653,24.262,23.892,23.709,23.544,23.354,23.382,23.063,22.723,22.825,22.839,22.97,22.811,22.824,22.785,22.698,22.705,22.693,22.754,22.665,22.343,21.924,21.483,21.392,21.279,21.065,20.888,20.679,20.611
17.638,19.622,21.553,22.969,23.907,24.085,24.664,24.978,24.844,24.25,24.068,23.63,23.579,23.322,23.178,22.935,22.497,22.528,22.639,22.642,22.547,22.63,22.769,22.626,22.682,22.666,22.638,22.114,21.634,21.535,21.586,21.471,21.416,20.862,20.889,20.46,20.474,20.009,19.778
18.023,20.388,22.144,23.689,23.945,24.51,24.751,24.5,24.057,23.497,23.277,23.038,22.825,22.66,22.236,22.302,22.445,22.291,22.37,22.475,22.396,22.557,22.637,22.494,22.125,21.634,21.621,21.611,21.639,21.256,21.099,20.805,20.588,20.207,19.93,19.602,19.513,19.424,19.073
18.622,21.202,23.083,23.716,24.178,24.539,24.236,23.862,23.119,22.758,22.659,22.348,22.081,22.065,22.137,21.977,22.047,22.126,22.305,22.439,22.399,22.088,21.602,21.653,21.71,21.431,21.429,21.251,21.064,20.91,20.174,20.099,19.826,19.796,19.258,18.657,18.536,18.504,18.606
19.222,21.727,23.614,23.803,24.301,24.138,23.615,22.899,22.629,22.484,22.102,21.734,21.912,21.933,21.948,21.983,22.142,22.243,22.133,21.437,21.473,21.607,21.742,21.471,21.556,21.382,20.936,20.468,20.318,20.126,19.579,19.235,18.863,18.799,18.848,18.798,18.792,18.46,17.95
19.726,22.18,23.537,23.836,24.05,23.358,22.844,22.368,22.077,21.883,21.413,21.536,21.595,21.663,21.692,21.928,21.577,21.194,21.275,21.365,21.282,21.237,21.234,21.157,20.748,20.429,20.266,19.938,19.324,19.091,19.113,18.996,18.814,18.766,18.567,17.886,17.591,17.316,17.245
20.554,23.201,23.422,23.742,23.38,22.502,22.136,21.802,21.587,21.275,21.413,21.505,21.579,21.648,21.656,21.05,21.272,21.289,21.139,21.33,21.225,20.833,20.469,20.345,19.619,19.464,19.296,19.38,19.403,19.14,18.539,18.238,17.696,17.657,17.622,17.067,16.761,16.578,15.793
21.158,23.32,23.504,23.398,22.193,21.957,21.422,21.291,21.065,21.225,21.259,21.399,21.496,20.873,20.989,21.083,21.019,21.39,21.069,20.65,20.59,20.2,19.646,19.492,19.593,19.601,19.298,18.689,18.271,17.879,17.916,17.448,17.295,17.008,16.03,15.868,15.681,14.595,14.168
21.719,23.293,23.43,22.782,21.818,21.447,21.194,20.866,21.072,21.134,21.308,21.431,20.97,21.026,20.911,21.133,21.042,20.816,20.591,20.338,19.684,19.566,19.761,19.419,19.064,18.407,18.252,18.119,17.59,17.326,17.216,16.43,15.971,15.538,14.558,13.983,13.431,12.971,12.554
23.37,23.2,22.856,21.575,21.055,21.051,20.731,20.999,21.134,21.397,21.417,20.917,21.137,21.054,20.99,20.589,20.577,19.642,19.671,19.791,19.604,19.093,18.46,18.323,17.78,17.463,17.131,16.366,15.765,15.055,14.216,13.618,13.147,12.45,11.782,11.078,10.338,9.3982,8.2849
23.291,23.003,22.027,20.983,20.829,20.595,20.893,21.066,21.445,20.77,21.009,20.927,21.081,20.831,20.566,20.308,19.632,19.801,19.488,19.289,18.251,18.274,17.577,17.165,16.307,15.658,14.995,14.001,13.37,12.614,11.95,11.281,10.209,8.6744,8.1613,7.7156,6.882,5.8914,5.4425
23.26,22.593,21.489,20.73,20.294,20.481,20.811,21.203,20.627,20.851,21.048,20.822,20.724,20.184,19.636,19.597,19.425,18.584,18.231,17.948,17.299,16.566,15.849,15.27,14.288,13.15,12.427,11.564,10.216,9.9119,8.3858,8.0208,6.9253,5.9734,5.5241,4.9256,4.6217,4.1639,5.4425
