1,64.676
2,66.841
3,68.892
4,71.296
5,74.32
6,77.271
7,79.666
8,83.123
9,86.382
10,90.044
11,94.712
12,98.394
13,103.36
14,71.095
15,73.727
16,76.584
17,80.123
18,83.56
19,87.152
20,90.92
21,94.913
22,99.378
23,103.46
24,109.66
25,114.64
26,119.63
27,78.428
28,81.645
29,84.716
30,89.703
31,93.996
32,97.948
33,102.35
34,107.86
35,112.92
36,116.71
37,124.32
38,130.01
39,135.58
40,85.941
41,90.087
42,93.689
43,98.624
44,103.92
45,108.82
46,112.84
47,118.48
48,124.43
49,129.06
50,136.8
51,140.98
52,141.66
53,92.386
54,96.204
55,100.26
56,105.88
57,110.96
58,115.66
59,120.38
60,126.96
61,132.61
62,138.47
63,140.58
64,142.66
65,144.48
66,98.143
67,102.89
68,107.12
69,113.22
70,118.97
71,124.37
72,129.69
73,137.18
74,140.01
75,141
76,143.67
77,145.25
78,146.79
79,104.57
80,109.67
81,114.16
82,120.82
83,126.89
84,132.96
85,137.99
86,139.87
87,141.95
88,143.26
89,145.32
90,147.32
91,148.17
92,109.94
93,114.74
94,119.66
95,126.79
96,133.15
97,137.43
98,139.34
99,141.89
100,143.73
101,145.05
102,146.44
103,148.57
104,149.15
105,114.15
106,119.88
107,125.18
108,132.55
109,137.23
110,139.62
111,141.06
112,143.22
113,144.74
114,146.06
115,147.99
116,148.91
117,149.71
118,118.29
119,124.03
120,129.5
121,136.11
122,139.65
123,140.94
124,142.16
125,144.37
126,145.81
127,147.22
128,148.68
129,149.56
130,149.53
131,123.41
132,129.39
133,135
134,138.47
135,140.42
136,142.2
137,143.92
138,145.57
139,147.15
140,147.91
141,149.36
142,149.29
143,148.92
144,128.6
145,135.03
146,138.54
147,139.9
148,142.04
149,143.36
150,145.12
151,146.78
152,147.76
153,148.46
154,148.76
155,149.29
156,147.57
157,132.76
158,137.9
159,139.17
160,141.12
161,143.11
162,144.61
163,145.83
164,147.52
165,148.26
166,149
167,148.72
168,148.39
169,148.25
170,136.3
171,137.95
172,139.95
173,142.37
174,143.84
175,145.15
176,146.74
177,147.59
178,149.06
179,149.09
180,148.38
181,148.18
182,147.82
183,138.12
184,139.39
185,141.17
186,143.3
187,144.96
188,146.38
189,146.99
190,148.61
191,148.37
192,148.31
193,148.31
194,147.52
195,147.55
196,138.53
197,140.43
198,142.23
199,144.01
200,145.7
201,147.06
202,147.83
203,149.11
204,148.48
205,148.6
206,148.24
207,148.21
208,147.8
209,139.21
210,141.48
211,143.01
212,144.82
213,146.25
214,147.34
215,148.27
216,148.09
217,148.46
218,147.32
219,147.79
220,147.48
221,146.51
222,140.3
223,142.17
224,143.51
225,145.11
226,146.82
227,147.95
228,148.45
229,148.48
230,148.45
231,147.47
232,147.1
233,146.85
234,144.35
235,141.25
236,143.17
237,144.25
238,146.27
239,147.01
240,148.55
241,148.13
242,148.13
243,147.25
244,147.27
245,147.79
246,146.57
247,143.49
248,142.22
249,143.84
250,144.75
251,147.04
252,147.86
253,148.79
254,148.15
255,147.67
256,147.16
257,147.73
258,146.58
259,144.58
260,142.72
261,142.71
262,144.5
263,145.59
264,147.12
265,148.14
266,148.61
267,148.55
268,147.96
269,147.54
270,147.58
271,146.18
272,143.34
273,141.8
274,143.07
275,144.97
276,146.15
277,147.57
278,148.63
279,148.22
280,147.83
281,147.18
282,147.18
283,147.36
284,144.86
285,143.25
286,140.82
287,143.95
288,145.38
289,146.81
290,147.95
291,148.44
292,148.31
293,147.91
294,147.33
295,146.99
296,146.06
297,143.3
298,142.17
299,140.2
300,144.58
301,146.13
302,146.74
303,148.17
304,148.36
305,148.35
306,147.06
307,147.17
308,147.07
309,146.35
310,143.3
311,140.51
312,138.77
313,144.79
314,146.57
315,147.43
316,148.28
317,148.08
318,147.87
319,147.29
320,146.9
321,146.72
322,144.61
323,142.49
324,140.14
325,137.92
326,145.26
327,146.55
328,147.43
329,148.09
330,148.01
331,147.32
332,147.17
333,146.74
334,146.14
335,143.62
336,141.31
337,139.41
338,136.45
339,146.22
340,146.88
341,148.08
342,148
343,147.81
344,147.29
345,146.6
346,146.35
347,144.07
348,142.81
349,140.45
350,137.98
351,135.33
352,146.41
353,147.43
354,148.06
355,147.97
356,147.13
357,146.81
358,146.86
359,146.45
360,144.61
361,142.33
362,139.81
363,137.27
364,134.57
365,146.16
366,147.51
367,147.61
368,147.88
