9.7085,13.023,16.082,19.089,21.153,22.437,23.215,23.715,24.69,25.462,26.214,26.882,27.77,28.201,28.638,28.859,29.361,30.021,30.278,30.455,30.596,31.074,31.354,31.537,30.845,29.978,28.979,28.916,28.671,28.775,28.773,28.84,28.639,28.597,28.621,28.705,28.693,28.864,28.974
10.487,14.162,17.472,20.335,22.021,22.996,23.82,24.692,25.434,26.278,27.085,27.913,28.456,28.703,29.162,29.758,30.115,30.363,30.877,31.044,31.263,31.43,29.959,28.929,28.859,28.666,28.523,28.624,28.496,28.542,28.471,28.511,28.534,28.695,28.933,28.982,28.742,28.758,28.895
11.395,15.177,18.683,21.329,22.862,23.46,24.479,25.38,26.199,27.219,27.832,28.475,28.86,29.446,29.854,30.036,30.529,30.846,31.151,30.611,29.749,28.927,28.546,28.382,28.408,28.333,28.329,28.608,28.466,28.573,28.664,28.834,28.758,28.709,28.775,28.951,28.978,29.067,29.3
12.64,16.483,20.078,22.362,23.346,24.38,25.417,26.326,27.471,28.081,28.48,29.183,29.987,30.03,30.448,30.76,30.988,29.931,28.567,28.535,28.212,28.317,28.199,28.214,28.378,28.473,28.74,28.787,28.597,28.63,28.685,28.754,28.868,29.19,29.491,29.729,29.519,29.885,29.834
13.605,18.038,21.419,22.845,23.999,25.232,26.309,27.4,28.07,28.465,29.308,29.846,30.378,30.497,30.814,29.499,28.336,28.166,28.122,28.285,28.166,28.124,28.229,28.499,28.736,28.582,28.525,28.711,28.937,29.09,29.28,29.459,29.48,29.641,29.54,28.916,28.722,27.835,27.867
14.73,19.079,22.029,23.394,24.858,26.057,27.343,28.066,28.357,29.399,29.5,30.345,30.814,30.12,28.833,28.111,27.967,28.064,28.083,28.14,28.243,28.318,28.629,28.397,28.617,28.71,28.983,29.402,29.73,29.621,29.447,29.497,29.001,27.838,27.961,27.462,27.149,26.957,26.43
15.642,20.115,22.745,23.776,25.286,26.852,27.981,28.215,29.227,29.608,30.027,30.584,29.119,28.097,27.653,27.927,27.766,27.919,28.068,28.418,28.321,28.212,28.463,28.588,28.928,29.197,29.276,29.625,29.336,28.874,27.818,27.637,27.129,26.903,26.586,25.58,24.709,22.587,20.427
17.049,21.392,22.965,24.726,26.249,27.626,28.176,29.046,29.345,29.953,30.461,28.464,27.774,27.743,27.855,27.836,28.096,28.442,28.348,28.51,28.402,28.634,29.163,29.091,29.309,29.045,28.288,27.801,27.538,26.915,26.614,26.104,24.458,22.188,19.881,16.42,14.075,12.765,11.492
18.525,22.093,23.495,25.611,27.119,28.033,29.14,29.163,29.7,30.128,28.196,27.523,27.765,27.769,27.812,28.471,28.346,28.41,28.721,29.039,29.371,29.305,29.209,28.748,27.622,27.548,27.1,26.751,25.19,23.477,21.479,18.129,15.53,13.081,11.271,9.7834,5.7887,4.1947,2.818
19.56,22.627,24.351,26.337,27.866,28.497,29.231,29.714,30.05,28.043,27.406,27.663,27.928,28.148,28.361,28.314,28.594,29.112,29.399,29.391,29.184,28.867,27.643,27.535,26.817,26.587,24.947,22.414,18.217,14.944,13.325,11.417,8.4125,5.8377,3.6991,2.2115,0.60014,-0.99789,-2.7586
21.235,22.904,24.999,27.1,28.245,28.967,29.6,29.694,27.696,27.649,27.421,28.126,28.716,28.39,28.712,29.165,29.662,29.557,29.004,27.791,27.797,27.073,25.842,24.855,21.648,17.538,13.742,11.574,7.8453,4.7977,3.5763,2.1298,0.20189,-1.9428,-3.4425,-4.4015,-5.7126,-7.1702,-8.1053
22.231,23.698,26.213,27.779,28.93,29.276,29.518,27.319,27.634,27.493,28.121,28.558,28.702,29.098,29.736,29.518,28.922,28.071,27.335,26.812,25.696,23.683,18.851,15.913,12.472,9.7797,4.6419,2.7868,1.0693,-1.0277,-2.5079,-3.689,-5.3508,-6.8765,-7.6647,-8.2667,-8.7682,-9.1156,-9.247
22.789,24.091,26.562,28.088,28.689,29.461,27.369,27.13,27.452,27.909,28.136,28.694,29.359,29.4,29.553,28.543,27.651,26.765,25.55,22.922,18.898,14.616,12.137,6.6482,4.1111,2.0795,-0.16799,-3.0184,-4.1304,-5.2945,-7.042,-7.8456,-8.4787,-8.8211,-8.9961,-9.6511,-10.055,-10.292,-9.247
